region_name_1_20000,prefecture,region_name_10km,mesh_10km,number_of_factories,number_of_workers,shipment
一関,宮城,築館,584100,45,2351,737067
一関,宮城,佐沼,584101,61,3099,5036164
一関,宮城,米谷,584102,22,311,0
一関,宮城,志津川,584103,29,638,1093638
一関,宮城,伊里前,584104,8,100,0
一関,宮城,金成,584110,34,1426,810752
一関,岩手,若柳,584111,46,1693,578132
一関,宮城,米川,584112,6,255,0
一関,宮城,馬籠,584113,8,389,0
一関,宮城,津谷,584114,23,633,57498
一関,宮城,萩荘,584120,11,178,0
一関,岩手,有壁,584121,41,1589,2346156
一関,岩手,千厩南部,584122,29,1778,1177573
一関,岩手,津谷川,584123,11,150,40512
一関,宮城,気仙沼,584124,157,3974,8247368
一関,宮城,唐桑,584125,16,305,343623
一関,岩手,平泉,584130,50,1604,910000
一関,岩手,一関,584131,52,3258,9621286
一関,岩手,千厩北部,584132,39,1126,163497
一関,岩手,折壁,584133,12,517,6277
一関,宮城,鹿折,584134,6,173,0
一関,岩手,陸前広田,584135,17,375,525781
一関,岩手,古戸,584140,29,879,399694
一関,岩手,前沢,584141,45,1512,1799183
一関,岩手,沖田,584142,18,458,0
一関,岩手,陸中大原,584143,5,72,0
一関,岩手,今泉,584144,14,468,444357
一関,岩手,大船渡,584145,93,2439,4657552
一関,岩手,綾里,584146,11,153,90763
一関,岩手,供養塚,584150,29,1005,205148
一関,岩手,水沢,584151,112,2734,1656635
一関,岩手,世田米,584154,12,510,372247
一関,岩手,盛,584155,13,298,16686
一関,岩手,越喜来,584156,14,209,105189
一関,岩手,金ヶ崎,584160,53,5359,35744601
一関,岩手,陸中江刺,584161,73,3464,8328176
一関,岩手,人首,584162,3,48,0
一関,岩手,種山ヶ原,584163,2,36,0
一関,岩手,陸前八日町,584164,7,110,24052
一関,岩手,小白浜,584166,8,188,274907
一関,岩手,平田(岩手),584167,10,196,238910
一関,岩手,北上,584170,171,8325,19365280
一関,岩手,口内,584171,32,1559,5610957
一関,岩手,野手崎,584172,1,23,0
一関,岩手,小友,584173,9,226,189403
一関,岩手,遠野,584174,32,1089,274122
一関,岩手,陸中大橋,584175,2,38,0
一関,岩手,小佐野,584176,28,2209,9017570
一関,岩手,釜石,584177,35,769,989051
七尾,石川,津幡,553605,160,2651,3386871
七尾,石川,石動,553606,24,258,150310
七尾,富山,戸出,553607,256,7314,11688457
七尾,石川,加賀高松,553615,98,2205,9535770
七尾,石川,宝達山,553616,31,484,238676
七尾,富山,飯久保,553617,122,5265,9837510
七尾,石川,羽咋,553626,66,2896,1982763
七尾,富山,氷見,553627,90,2042,3318347
七尾,石川,柴垣,553636,39,498,251693
七尾,石川,能登二宮,553637,49,1516,1526427
七尾,石川,能登福浦,553645,1,8,0
七尾,石川,能登高浜,553646,47,1968,3593687
七尾,石川,七尾,553647,124,3244,3442326
七尾,石川,富来,553655,12,121,45406
七尾,石川,中島,553656,9,160,0
七尾,石川,和倉,553657,6,90,0
七尾,石川,剱地,553665,7,74,0
七尾,石川,穴水,553667,15,340,11246
七尾,石川,門前,553675,5,55,10500
七尾,石川,門前,553676,7,206,20781
七尾,石川,長沢,553677,7,83,0
三宅島,東京,三宅島,513904,1,5,0
三宅島,東京,三宅島,513914,1,7,0
三宅島,東京,神津島,513921,3,26,24696
三宅島,東京,新島,513942,11,85,35570
三宅島,東京,利島,513962,2,9,0
与論島,沖縄,伊江島,402706,6,41,0
与論島,沖縄,仲宗根,402707,12,185,188095
与論島,沖縄,伊是名島,402727,1,7,0
与論島,沖縄,伊平屋島南部,402737,2,37,0
与論島,沖縄,伊平屋島北部,402747,5,38,0
中津,大分,裏耶馬溪,503100,5,85,0
中津,大分,深耶馬溪,503101,1,15,0
中津,大分,豊後豊岡,503103,17,323,302811
中津,大分,杵築,503104,59,2452,7179329
中津,大分,住吉浜,503105,8,866,0
中津,大分,耶馬溪西部,503110,8,126,0
中津,大分,耶馬溪東部,503111,9,284,0
中津,大分,下市,503112,27,662,898311
中津,大分,立石,503113,6,206,0
中津,大分,若宮,503114,16,781,1738427
中津,大分,下原,503115,38,3347,924506
中津,福岡,下河内,503120,2,12,0
中津,大分,土佐井,503121,71,3992,5187740
中津,大分,宇佐,503122,81,3750,3589583
中津,大分,豊後高田,503123,65,3125,3113417
中津,大分,両子山,503124,1,8,0
中津,unknown_prefecture,unknown_name,503125,24,1377,1413225
中津,福岡,椎田,503130,29,1209,973435
中津,福岡,中津,503131,113,6006,11624119
中津,大分,定留,503132,4,3350,0
中津,大分,浜,503133,5,123,0
中津,大分,香々地,503134,5,133,0
中津,大分,富来浦,503135,6,142,0
中津,福岡,蓑島,503140,26,1174,3098775
中津,大分,竹田津,503144,2,75,0
中津,大分,姫島,503145,5,49,4787
中津,福岡,神ノ島,503150,7,1265,2035301
中津,福岡,小倉,503160,1,15,0
中津,福岡,白野江,503170,5,95,0
中津,山口,宇部,503171,122,6821,27599496
中津,山口,宇部東部,503172,92,3201,12353414
中津,山口,竹島,503173,1,5,0
中津,山口,野島,503175,1,5,0
中津,山口,笠戸島,503176,12,614,3308604
中津,山口,光,503177,78,9096,49810190
久米島,沖縄,久米島南部,392636,3,53,0
久米島,沖縄,久米島,392645,1,9,0
久米島,沖縄,久米島,392646,13,170,6790
久遠,unknown_prefecture,unknown_name,633903,5,39,0
久遠,unknown_prefecture,unknown_name,633913,2,17,0
久遠,unknown_prefecture,unknown_name,633924,1,12,0
久遠,unknown_prefecture,unknown_name,633926,2,18,0
久遠,unknown_prefecture,unknown_name,633946,1,7,0
久遠,unknown_prefecture,unknown_name,633947,2,12,0
久遠,unknown_prefecture,unknown_name,633956,5,64,0
京都及大阪,兵庫,前開,523500,232,14553,62380951
京都及大阪,兵庫,神戸首部,523501,344,9724,25515579
京都及大阪,兵庫,西宮,523502,378,20765,89194124
京都及大阪,大阪,大阪西北部,523503,2561,71733,273729568
京都及大阪,unknown_prefecture,unknown_name,523504,4121,94445,235848618
京都及大阪,大阪,生駒山,523505,962,19244,44927190
京都及大阪,奈良,奈良,523506,135,2713,4469626
京都及大阪,奈良,柳生,523507,10,133,0
京都及大阪,兵庫,淡河,523510,47,1935,1511713
京都及大阪,兵庫,有馬,523511,38,885,1128506
京都及大阪,兵庫,宝塚,523512,84,3576,5709166
京都及大阪,兵庫,伊丹,523513,989,42706,114578994
京都及大阪,大阪,吹田,523514,996,32072,115544672
京都及大阪,大阪,枚方,523515,422,18900,63576288
京都及大阪,京都,田辺,523516,137,3640,6120177
京都及大阪,京都,笠置山,523517,26,282,114816
京都及大阪,兵庫,天神,523520,90,2040,3367437
京都及大阪,兵庫,三田,523521,76,4505,34844370
京都及大阪,兵庫,武田尾,523522,9,220,0
京都及大阪,大阪,広根,523523,33,1519,2519575
京都及大阪,大阪,高槻,523524,119,7991,23722294
京都及大阪,京都,淀,523525,563,24380,69972858
京都及大阪,京都,宇治,523526,487,16373,62321376
京都及大阪,滋賀,朝宮,523527,52,2316,4346506
京都及大阪,兵庫,比延,523530,28,916,1113625
京都及大阪,兵庫,藍本,523531,79,5565,18992414
京都及大阪,兵庫,木津,523532,12,449,0
京都及大阪,大阪,妙見山,523533,31,658,141207
京都及大阪,京都,法貴,523534,40,794,330719
京都及大阪,京都,京都西南部,523535,1074,33491,149025783
京都及大阪,京都,京都東南部,523536,751,18046,46855624
京都及大阪,滋賀,瀬田,523537,237,18891,77558556
京都及大阪,兵庫,谷川,523540,43,876,1753976
京都及大阪,兵庫,篠山,523541,57,1875,1791083
京都及大阪,兵庫,福住,523542,21,828,826652
京都及大阪,京都,埴生,523543,20,461,209680
京都及大阪,京都,亀岡,523544,142,4925,12697431
京都及大阪,京都,京都西北部,523545,482,13072,45985855
京都及大阪,京都,京都東北部,523546,474,6201,7667559
京都及大阪,滋賀,草津,523547,278,15208,53851349
京都及大阪,兵庫,柏原,523550,86,3520,6094907
京都及大阪,兵庫,宮田,523551,19,602,916201
京都及大阪,兵庫,村雲,523552,8,134,59030
京都及大阪,京都,園部,523553,39,1386,1316874
京都及大阪,京都,殿田,523554,11,868,0
京都及大阪,京都,周山,523555,8,50,12726
京都及大阪,京都,大原,523556,18,392,51884
京都及大阪,滋賀,堅田,523557,63,1739,1994817
京都及大阪,兵庫,黒井,523560,59,1899,1840831
京都及大阪,京都,市島,523561,50,1471,2312596
京都及大阪,京都,菟原,523562,12,369,65575
京都及大阪,京都,胡麻,523563,28,1029,1242775
京都及大阪,京都,四ッ谷,523564,8,63,0
京都及大阪,京都,上弓削,523565,10,93,0
京都及大阪,京都,花脊,523566,1,6,0
京都及大阪,滋賀,比良山,523567,8,134,66480
京都及大阪,京都,福知山西部,523570,43,852,917667
京都及大阪,京都,福知山東部,523571,112,6690,21136951
京都及大阪,京都,綾部,523572,56,3256,7218417
京都及大阪,京都,和知,523573,10,107,0
京都及大阪,京都,島,523574,12,205,82127
京都及大阪,京都,中,523575,2,27,0
京都及大阪,京都,久多,523576,1,4,0
京都及大阪,滋賀,北小松,523577,4,86,0
仙台,山形,羽前小松,574000,93,3069,4262567
仙台,山形,赤湯,574001,100,3201,3063590
仙台,山形,二井宿,574002,1,6,0
仙台,宮城,白石,574004,11,281,166703
仙台,unknown_prefecture,unknown_name,574005,86,3984,5390214
仙台,宮城,亘理,574006,114,8621,19866449
仙台,宮城,荒浜,574007,34,1323,2731459
仙台,山形,長井,574010,111,2976,2708381
仙台,山形,羽前中山,574011,27,748,1059451
仙台,山形,上山,574012,79,2648,3901930
仙台,宮城,遠刈田,574014,8,112,0
仙台,宮城,村田,574015,44,2158,5519769
仙台,宮城,岩沼,574016,52,3332,13937448
仙台,宮城,仙台空港,574017,89,2997,5837126
仙台,山形,荒砥,574020,46,1527,1599570
仙台,山形,白鷹山,574021,6,42,0
仙台,山形,山形南部,574022,171,5274,7450017
仙台,山形,笹谷峠,574023,5,50,0
仙台,宮城,今宿,574024,4,135,0
仙台,宮城,陸前川崎,574025,19,671,0
仙台,宮城,仙台西南部,574026,27,632,339741
仙台,宮城,仙台東南部,574027,163,3056,9138630
仙台,山形,宮宿,574031,14,326,295072
仙台,山形,山形北部,574032,293,7337,10594071
仙台,山形,山寺,574033,60,1820,3055580
仙台,宮城,熊ヶ根,574035,21,1002,1462164
仙台,宮城,仙台西北部,574036,60,1259,997788
仙台,宮城,仙台東北部,574037,281,7910,17180050
仙台,山形,左沢,574041,47,1468,1920736
仙台,山形,寒河江,574042,205,8378,22545767
仙台,山形,天童,574043,77,4977,10125487
仙台,宮城,関山峠,574044,2,20,0
仙台,宮城,根白石,574046,42,3754,8613693
仙台,宮城,富谷,574047,66,2695,3491272
仙台,山形,本道寺,574050,3,17,0
仙台,山形,海味,574051,9,245,235530
仙台,山形,谷地,574052,76,2466,2477955
仙台,山形,楯岡,574053,99,6453,31753204
仙台,宮城,七ッ森,574056,22,935,688591
仙台,宮城,吉岡,574057,63,3833,7678276
仙台,山形,富並,574062,3,52,0
仙台,unknown_prefecture,unknown_name,574063,35,1469,1474920
仙台,山形,銀山温泉,574064,1,4,0
仙台,宮城,中新田,574066,51,1656,2329198
仙台,宮城,古川,574067,86,6499,2595664
仙台,山形,肘折,574071,1,6,0
仙台,山形,海谷,574072,13,321,66765
仙台,unknown_prefecture,unknown_name,574073,44,1431,998690
仙台,宮城,西上野目,574075,1,5,0
仙台,宮城,岩出山,574076,25,1069,482005
仙台,宮城,荒谷,574077,57,3124,5733251
伊勢,三重,尾鷲,513601,29,519,919368
伊勢,三重,九鬼,513602,1,9,0
伊勢,奈良,河合,513610,3,23,43393
伊勢,三重,引本浦,513611,14,403,44679
伊勢,三重,島勝浦,513612,4,111,0
伊勢,三重,長島,513622,25,400,331697
伊勢,三重,錦,513623,7,192,63835
伊勢,三重,間弓,513632,3,100,0
伊勢,三重,古和浦,513633,5,117,0
伊勢,三重,贄浦,513634,2,44,0
伊勢,三重,相賀浦,513635,4,56,0
伊勢,三重,浜島,513636,41,596,144033
伊勢,三重,波切,513637,14,258,250891
伊勢,三重,七日市,513641,5,53,0
伊勢,三重,江馬,513642,13,189,65344
伊勢,三重,伊勢佐原,513643,26,893,286800
伊勢,三重,脇出,513644,2,29,0
伊勢,三重,五ヶ所浦,513645,8,179,0
伊勢,三重,磯部,513646,8,424,0
伊勢,三重,安乗,513647,4,30,27179
伊勢,奈良,高見山,513650,8,68,0
伊勢,奈良,菅野,513651,5,40,0
伊勢,三重,宮前,513652,18,391,192720
伊勢,三重,横野,513653,32,561,178879
伊勢,三重,国束山,513654,76,5935,10834695
伊勢,三重,伊勢,513655,141,4527,3258276
伊勢,三重,鳥羽,513656,52,1043,724365
伊勢,奈良,大和大野,513660,7,69,7096
伊勢,三重,倶留尊山,513661,10,102,0
伊勢,三重,伊勢奥津,513662,8,88,0
伊勢,三重,大河内,513663,22,695,158029
伊勢,三重,松阪,513664,180,7792,17688992
伊勢,三重,明野,513665,176,6288,17253666
伊勢,三重,二見,513666,15,232,316722
伊勢,三重,答志,513667,9,64,74052
伊勢,奈良,名張,513670,117,6318,20252806
伊勢,三重,阿保,513671,25,684,463628
伊勢,三重,二本木,513672,21,572,13086
伊勢,三重,大仰,513673,61,3712,5034800
伊勢,三重,松阪港,513674,130,5656,20712803
伊良湖崎,愛知,伊良湖岬,513770,14,169,0
伊良湖崎,愛知,野田,513771,16,266,0
伊良湖崎,愛知,田原,513772,24,353,312970
伊良湖崎,静岡,浜松,513775,5,394,0
伊良湖崎,静岡,掛塚,513776,165,6285,21350881
伊良湖崎,静岡,袋井,513777,20,613,749066
八丈島,東京,八丈島南部,493946,3,17,0
八丈島,東京,八丈島,493956,14,118,32750
八丈所属諸島,東京,八丈青ヶ島,483956,1,10,0
八代,鹿児島,阿久根,483001,47,1357,416806
八代,鹿児島,出水,483002,46,1978,1266225
八代,鹿児島,大口,483004,22,391,10580
八代,鹿児島,吉松,483005,12,494,0
八代,宮崎,加久藤,483006,28,674,6784
八代,宮崎,日向大久保,483007,19,584,148726
八代,鹿児島,指江,483010,7,101,110342
八代,鹿児島,黒之瀬戸,483011,6,63,0
八代,鹿児島,米ノ津,483012,53,1698,3978075
八代,熊本,湯出,483013,3,21,0
八代,鹿児島,山野,483014,5,576,0
八代,熊本,大塚,483015,1,25,0
八代,熊本,肥後大畑,483016,2,84,0
八代,熊本,牛深,483020,56,685,770861
八代,鹿児島,薩摩鷹巣,483021,7,121,0
八代,unknown_prefecture,unknown_name,483023,53,1781,7018388
八代,熊本,一勝地,483025,25,512,165137
八代,unknown_prefecture,unknown_name,483026,72,2463,2362119
八代,unknown_prefecture,unknown_name,483027,31,689,95964
八代,熊本,河浦,483030,5,66,0
八代,熊本,宮野河内,483031,1,9,0
八代,熊本,計石,483033,10,169,44619
八代,熊本,佐敷,483034,17,444,153942
八代,熊本,高沢,483035,1,22,0
八代,unknown_prefecture,unknown_name,483036,7,202,333371
八代,unknown_prefecture,unknown_name,483037,49,816,384227
八代,熊本,鬼海ヶ浦,483040,5,49,0
八代,熊本,小宮地,483041,7,106,0
八代,熊本,棚底,483042,10,119,0
八代,熊本,高戸,483043,11,227,163319
八代,熊本,田浦,483044,11,382,1046394
八代,unknown_prefecture,unknown_name,483046,1,28,0
八代,熊本,天草下田,483050,6,99,66263
八代,熊本,本渡,483051,41,929,817260
八代,熊本,大島子,483052,7,231,0
八代,熊本,姫浦,483053,18,465,22557
八代,熊本,日奈久,483054,35,785,1101204
八代,熊本,坂本,483055,10,188,0
八代,unknown_prefecture,unknown_name,483056,2,40,0
八代,熊本,天草富岡,483060,9,260,19154
八代,熊本,御領,483061,11,124,15892
八代,熊本,天草赤崎,483062,1,8,0
八代,熊本,天草松島,483063,19,250,27817
八代,unknown_prefecture,unknown_name,483064,91,4471,8456473
八代,unknown_prefecture,unknown_name,483065,62,1632,6796541
八代,unknown_prefecture,unknown_name,483066,4,41,0
八代,長崎,口之津,483071,18,396,46887
八代,長崎,須川,483072,155,1019,855171
八代,unknown_prefecture,unknown_name,483073,9,277,0
八代,unknown_prefecture,unknown_name,483074,3,83,0
八代,unknown_prefecture,unknown_name,483075,69,4395,3938940
八代,unknown_prefecture,unknown_name,483076,28,528,204126
八代,unknown_prefecture,unknown_name,483077,4,76,0
八戸,岩手,七時雨山,604100,3,39,0
八戸,岩手,陸奥中山,604101,3,144,0
八戸,岩手,宇別,604102,1,4,0
八戸,岩手,葛巻,604103,11,188,319685
八戸,岩手,安家森,604104,1,34,0
八戸,岩手,玉川,604106,2,55,0
八戸,岩手,普代,604107,5,82,0
八戸,岩手,陸奥荒屋,604110,9,139,0
八戸,岩手,駒ヶ嶺,604111,2,61,0
八戸,岩手,仁昌寺,604112,2,42,0
八戸,岩手,陸中戸田,604113,2,17,0
八戸,岩手,陸中関,604114,5,88,0
八戸,岩手,岩瀬張,604115,8,629,1248328
八戸,岩手,陸中野田,604116,16,237,215169
八戸,岩手,浄法寺,604121,11,179,0
八戸,unknown_prefecture,unknown_name,604122,26,1405,239269
八戸,岩手,伊保内,604123,8,342,0
八戸,岩手,大川目,604125,10,413,37725
八戸,岩手,久慈,604126,38,1163,1742297
八戸,青森,石亀,604130,1,19,0
八戸,岩手,上斗米,604131,2,18,0
八戸,岩手,陸奥福岡,604132,43,1720,416112
八戸,岩手,陸中軽米,604133,10,574,408928
八戸,岩手,小軽米,604134,7,243,0
八戸,岩手,陸中大野,604135,5,48,0
八戸,岩手,陸中中野,604136,11,172,59118
八戸,青森,清水頭,604140,1,9,0
八戸,青森,田子,604141,17,655,746367
八戸,青森,三戸,604142,27,378,65213
八戸,青森,市野沢,604143,6,73,0
八戸,岩手,種市,604145,10,153,29077
八戸,岩手,八木,604146,8,131,23094
八戸,青森,戸来岳,604150,1,10,0
八戸,青森,金ヶ沢,604151,3,65,0
八戸,青森,剣吉,604152,12,311,0
八戸,青森,苫米地,604153,29,743,639423
八戸,青森,新井田,604154,44,1186,1075150
八戸,青森,角浜,604155,9,196,0
八戸,青森,奥瀬,604160,2,27,0
八戸,青森,切田,604161,2,38,0
八戸,青森,五戸,604162,41,1189,662513
八戸,青森,八戸西部,604163,150,6325,11855965
八戸,青森,八戸東部,604164,139,5301,26244736
八戸,青森,十和田,604171,65,2352,1197856
八戸,青森,犬落瀬,604172,47,1005,1518371
八戸,青森,百石,604173,52,2549,4748771
函館,北海道,白神岬,624001,2,50,0
函館,北海道,松前,624010,14,393,63833
函館,北海道,渡島福島,624011,9,199,0
函館,北海道,渡島福島/千軒,624012,7,172,160464
函館,青森,佐井,624016,2,35,0
函館,青森,佐井,624017,6,126,0
函館,北海道,江良,624020,1,20,0
函館,北海道,千軒,624022,1,20,0
函館,北海道,涌元,624023,3,27,0
函館,青森,大間,624027,8,65,0
函館,北海道,原口,624030,1,14,0
函館,北海道,湯ノ里,624032,3,118,0
函館,北海道,渡島知内,624033,5,260,0
函館,北海道,石崎,624040,2,54,0
函館,北海道,湯ノ岱,624041,1,10,0
函館,北海道,木古内,624043,7,104,0
函館,unknown_prefecture,unknown_name,624044,3,54,0
函館,unknown_prefecture,unknown_name,624047,4,63,0
函館,unknown_prefecture,unknown_name,624050,3,32,0
函館,unknown_prefecture,unknown_name,624051,5,65,0
函館,unknown_prefecture,unknown_name,624055,261,7280,14522969
函館,unknown_prefecture,unknown_name,624056,79,2279,3409774
函館,unknown_prefecture,unknown_name,624057,2,26,0
函館,unknown_prefecture,unknown_name,624061,6,119,44337
函館,unknown_prefecture,unknown_name,624062,1,15,0
函館,unknown_prefecture,unknown_name,624064,1,15,0
函館,unknown_prefecture,unknown_name,624065,32,1699,2985377
函館,unknown_prefecture,unknown_name,624066,2,14,0
函館,unknown_prefecture,unknown_name,624067,2,99,0
函館,unknown_prefecture,unknown_name,624071,12,228,292575
函館,unknown_prefecture,unknown_name,624072,3,70,0
函館,北海道,大沼公園,624075,6,113,0
函館,unknown_prefecture,unknown_name,624077,6,127,0
剣山,高知,羽根,503400,8,188,199859
剣山,高知,佐喜浜,503401,1,8,0
剣山,高知,奈半利,503410,12,160,28143
剣山,高知,馬路,503420,5,110,0
剣山,徳島,甲浦,503422,14,163,48840
剣山,徳島,久尾,503431,1,9,0
剣山,徳島,奥浦,503432,17,567,32125
剣山,徳島,牟岐,503433,3,48,0
剣山,徳島,小川口,503442,1,18,0
剣山,徳島,山河内,503443,7,106,0
剣山,徳島,日和佐,503444,6,167,181101
剣山,徳島,阿波出原,503451,4,61,0
剣山,徳島,長安口貯水池,503452,3,26,0
剣山,徳島,桜谷,503453,16,134,39219
剣山,徳島,阿波由岐,503454,9,76,0
剣山,徳島,阿部,503455,1,5,0
剣山,徳島,谷口,503461,2,12,0
剣山,徳島,阿井,503463,8,549,0
剣山,徳島,馬場,503464,21,662,1171592
剣山,徳島,橘,503465,36,1069,1427736
剣山,徳島,阿波古見,503470,7,54,0
剣山,徳島,阿波寄井,503472,8,99,13623
剣山,unknown_prefecture,unknown_name,503473,6,87,0
剣山,徳島,立江,503474,72,3835,5253742
剣山,徳島,阿波富岡,503475,89,5488,18698151
北見,unknown_prefecture,unknown_name,654304,1,34,0
北見,unknown_prefecture,unknown_name,654305,1,8,0
北見,unknown_prefecture,unknown_name,654315,3,38,0
北見,北海道,北見相生,654327,1,11,0
北見,北海道,曲り沢峠,654332,1,7,0
北見,unknown_prefecture,unknown_name,654334,1,12,0
北見,北海道,置戸,654344,2,9,0
北見,北海道,訓子府,654345,6,158,0
北見,北海道,常川,654346,5,102,0
北見,北海道,留辺蕊西部,654354,8,117,33837
北見,北海道,留辺蕊東部,654355,11,198,219169
北見,北海道,相内,654356,52,2433,12348307
北見,北海道,北見,654357,34,522,566492
北見,unknown_prefecture,unknown_name,654361,1,12,0
北見,北海道,伊吹,654364,1,29,0
北見,北海道,上仁頃,654366,1,28,0
北見,北海道,端野,654367,4,45,17062
北見,unknown_prefecture,unknown_name,654372,3,121,0
北見,北海道,生田原,654374,4,49,0
北見,北海道,佐呂間山,654376,2,73,0
千葉,千葉,上総横田,534000,35,1201,92932
千葉,千葉,鶴舞,534001,26,875,90787
千葉,千葉,上総一宮,534002,76,5759,8073183
千葉,千葉,上総一宮,534003,4,64,0
千葉,千葉,姉崎,534010,77,6077,193109488
千葉,千葉,海士有木,534011,63,1522,1473572
千葉,千葉,茂原,534012,73,3480,5858638
千葉,千葉,四天木,534013,67,920,1009701
千葉,千葉,五井,534020,157,15330,286996901
千葉,千葉,蘇我,534021,99,5823,45118817
千葉,千葉,東金,534022,67,1059,770958
千葉,千葉,上総片貝,534023,181,4410,8672514
千葉,千葉,千葉西部,534030,135,7637,29466485
千葉,千葉,千葉東部,534031,150,4353,15949750
千葉,千葉,八街,534032,111,2133,1410759
千葉,千葉,成東,534033,73,1930,4665227
千葉,千葉,木戸,534034,52,1096,1410758
千葉,千葉,習志野,534040,387,15034,35909743
千葉,千葉,佐倉,534041,203,11230,27237160
千葉,千葉,酒々井,534042,111,4809,8781528
千葉,千葉,多古,534043,70,2845,7269188
千葉,千葉,八日市場,534044,120,3926,8902905
千葉,千葉,旭,534045,97,1347,1477378
千葉,千葉,銚子,534046,223,5910,18377480
千葉,千葉,白井,534050,333,7697,16633288
千葉,千葉,小林,534051,44,1007,746042
千葉,千葉,成田,534052,60,3203,6457599
千葉,千葉,新東京国際空港,534053,46,1426,1105152
千葉,千葉,岩部,534054,40,1047,1480744
千葉,千葉,小南,534055,60,1683,2998810
千葉,茨城,鹿島矢田部,534056,33,1055,1449817
千葉,千葉,取手,534060,76,8489,4656140
千葉,茨城,龍ヶ崎,534061,96,1916,2832014
千葉,茨城,下総滑川,534062,87,2546,5590838
千葉,千葉,佐原西部,534063,61,1900,3046107
千葉,千葉,佐原東部,534064,60,1285,1842558
千葉,茨城,神栖,534065,130,9816,95979634
千葉,茨城,神栖,534066,1,8,0
千葉,茨城,藤代,534070,93,3972,2076827
千葉,茨城,牛久,534071,140,8973,34365833
千葉,茨城,江戸崎,534072,110,4984,14349330
千葉,茨城,麻生,534073,51,1271,2813854
千葉,茨城,潮来,534074,76,2056,5127449
千葉,茨城,常陸鹿島,534075,55,7236,71589980
厳原,長崎,豆酘,512911,1,10,0
厳原,長崎,厳原,512922,15,137,102163
厳原,長崎,阿連,512931,1,5,0
厳原,長崎,阿連/鶏知,512932,13,121,61974
厳原,長崎,鶏知,512933,1,5,0
厳原,長崎,廻/仁位,512942,3,24,0
厳原,長崎,三根,512952,3,38,0
厳原,長崎,志多賀,512953,1,6,0
厳原,長崎,鹿見,512962,2,12,0
厳原,長崎,佐護,512972,2,17,0
厳原,長崎,佐須奈,512973,5,30,0
名古屋,三重,月ヶ瀬,523600,72,2700,5573443
名古屋,三重,伊勢路,523601,45,2848,16997678
名古屋,三重,佐田,523602,4,41,0
名古屋,unknown_prefecture,unknown_name,523603,88,6207,13903823
名古屋,三重,津東部,523604,102,5046,11599100
名古屋,愛知,内海,523606,1,15,0
名古屋,愛知,師崎,523607,90,1178,1155864
名古屋,三重,島ヶ原,523610,24,678,409827
名古屋,三重,上野,523611,155,9840,20332597
名古屋,三重,平松,523612,7,242,0
名古屋,三重,椋本,523613,79,4338,6916829
名古屋,三重,白子,523614,97,2965,5189368
名古屋,愛知,野間,523616,17,345,346566
名古屋,愛知,河和,523617,65,3524,16589649
名古屋,滋賀,信楽,523620,70,1361,4608921
名古屋,滋賀,甲賀,523621,69,3099,15917656
名古屋,三重,鈴鹿峠,523622,18,340,0
名古屋,三重,亀山,523623,120,10047,103693742
名古屋,三重,鈴鹿,523624,246,17265,112802770
名古屋,三重,鈴鹿,523625,37,1149,4669519
名古屋,愛知,常滑,523626,127,2947,4883366
名古屋,愛知,半田,523627,669,32278,173595517
名古屋,滋賀,三雲,523630,61,3203,9906492
名古屋,滋賀,水口,523631,199,10491,47632191
名古屋,滋賀,土山,523632,34,1159,885302
名古屋,三重,伊船,523633,25,1709,479083
名古屋,三重,四日市西部,523634,215,9504,36305010
名古屋,三重,四日市東部,523635,207,11252,124457311
名古屋,愛知,大野,523636,92,4065,13841169
名古屋,愛知,刈谷,523637,423,19045,42909562
名古屋,滋賀,野洲,523640,260,16795,50087354
名古屋,滋賀,日野西部,523641,160,16878,40564944
名古屋,滋賀,日野東部,523642,54,1669,5090638
名古屋,三重,御在所山,523643,17,406,534083
名古屋,三重,菰野,523644,250,17788,88809236
名古屋,三重,桑名,523645,516,14948,35628549
名古屋,愛知,飛島,523646,237,9755,57327860
名古屋,愛知,鳴海,523647,1197,48243,230343464
名古屋,滋賀,近江八幡,523650,118,4266,7841045
名古屋,滋賀,八日市,523651,214,10333,32532219
名古屋,滋賀,百済寺,523652,59,2143,9339049
名古屋,滋賀,竜ヶ岳,523653,6,58,5861
名古屋,三重,阿下喜,523654,180,13739,87165656
名古屋,愛知,弥富,523655,236,7919,35806586
名古屋,愛知,蟹江,523656,1290,23242,50916688
名古屋,愛知,名古屋南部,523657,1619,44989,139808195
名古屋,滋賀,沖島,523660,4,19,0
名古屋,滋賀,能登川,523661,160,6409,34067183
名古屋,滋賀,高宮,523662,125,7357,41620581
名古屋,三重,篠立,523663,18,879,0
名古屋,三重,駒野,523664,53,1340,1592410
名古屋,愛知,津島,523665,277,6897,15957966
名古屋,愛知,清洲,523666,1180,35752,129942997
名古屋,愛知,名古屋北部,523667,1612,37533,128859730
名古屋,滋賀,勝野,523670,52,1047,323911
名古屋,滋賀,彦根西部,523671,22,472,145063
名古屋,滋賀,彦根東部,523672,91,3868,8535206
名古屋,岐阜,霊仙山,523673,6,91,0
名古屋,岐阜,養老,523674,193,6299,14285431
名古屋,岐阜,竹鼻,523675,388,11416,30543201
名古屋,愛知,一宮,523676,868,22138,43556742
名古屋,愛知,小牧,523677,1116,58321,184732665
名寄,北海道,幌加内,664201,4,33,0
名寄,北海道,和寒,664203,7,67,0
