region_name_1_20000,prefecture,region_name_10km,mesh_10km,mesh_1km,number_of_factories,number_of_workers,shipment
東京,神奈川,上溝,533922,53392244,2,34,0
東京,神奈川,上溝,533922,53392245,3,99,261126
東京,神奈川,上溝,533922,53392246,4,49,17799
東京,神奈川,上溝,533922,53392247,12,102,143034
東京,神奈川,上溝,533922,53392248,11,374,2961881
東京,神奈川,上溝,533922,53392249,16,1008,1050085
東京,神奈川,上溝,533922,53392232,2,13,0
東京,神奈川,上溝,533922,53392233,2,64,0
東京,神奈川,上溝,533922,53392234,2,14,0
東京,神奈川,上溝,533922,53392235,7,197,107201
東京,神奈川,上溝,533922,53392236,11,692,3194246
東京,神奈川,上溝,533922,53392237,24,504,945069
東京,神奈川,上溝,533922,53392238,16,341,646015
東京,神奈川,上溝,533922,53392239,24,674,1272340
東京,神奈川,上溝,533922,53392222,1,9,0
東京,神奈川,上溝,533922,53392223,11,129,166945
東京,神奈川,上溝,533922,53392224,2,10,0
東京,神奈川,上溝,533922,53392225,2,12,0
東京,神奈川,上溝,533922,53392226,2,16,0
東京,神奈川,上溝,533922,53392227,11,608,3658273
東京,神奈川,上溝,533922,53392228,16,1015,4058552
東京,神奈川,上溝,533922,53392229,1,4,0
東京,神奈川,上溝,533922,53392216,1,8,0
東京,神奈川,上溝,533922,53392217,18,2394,8123749
東京,神奈川,上溝,533922,53392218,35,3574,8008575
東京,神奈川,上溝,533922,53392219,4,32,20634
東京,神奈川,上溝,533922,53392200,1,11,0
東京,神奈川,上溝,533922,53392207,13,224,515835
東京,神奈川,上溝,533922,53392208,54,1982,8688474
東京,神奈川,上溝,533922,53392209,5,94,152580
東京,神奈川,原町田,533923,53392391,8,653,1592377
東京,神奈川,原町田,533923,53392392,3,59,63336
東京,神奈川,原町田,533923,53392393,5,59,60867
東京,神奈川,原町田,533923,53392394,3,54,114085
東京,神奈川,原町田,533923,53392395,9,90,114537
東京,神奈川,原町田,533923,53392396,2,29,0
東京,神奈川,原町田,533923,53392397,1,29,0
東京,神奈川,原町田,533923,53392398,2,30,0
東京,神奈川,原町田,533923,53392399,3,19,24754
東京,神奈川,原町田,533923,53392380,4,39,28031
東京,神奈川,原町田,533923,53392381,5,486,863266
東京,神奈川,原町田,533923,53392382,9,207,199146
東京,神奈川,原町田,533923,53392383,11,156,130277
東京,神奈川,原町田,533923,53392384,5,44,30221
東京,神奈川,原町田,533923,53392385,1,5,0
東京,神奈川,原町田,533923,53392387,1,5,0
東京,神奈川,原町田,533923,53392388,1,116,0
東京,神奈川,原町田,533923,53392370,9,205,285724
東京,神奈川,原町田,533923,53392371,7,124,132644
東京,神奈川,原町田,533923,53392372,5,134,186233
東京,神奈川,原町田,533923,53392373,10,180,263215
東京,神奈川,原町田,533923,53392374,3,24,19903
東京,神奈川,原町田,533923,53392375,1,17,0
東京,神奈川,原町田,533923,53392376,1,37,0
東京,神奈川,原町田,533923,53392377,2,26,0
東京,神奈川,原町田,533923,53392378,2,20,0
東京,神奈川,原町田,533923,53392360,3,15,28565
東京,神奈川,原町田,533923,53392362,26,602,4287636
東京,神奈川,原町田,533923,53392363,6,161,117885
東京,神奈川,原町田,533923,53392364,2,12,0
東京,神奈川,原町田,533923,53392365,10,381,731326
東京,神奈川,原町田,533923,53392366,2,27,0
東京,神奈川,原町田,533923,53392350,1,9,0
東京,神奈川,原町田,533923,53392352,33,1873,7249305
東京,神奈川,原町田,533923,53392353,3,56,24894
東京,神奈川,原町田,533923,53392354,6,137,105130
東京,神奈川,原町田,533923,53392355,2,410,0
東京,神奈川,原町田,533923,53392356,1,7,0
東京,神奈川,原町田,533923,53392358,2,32,0
東京,神奈川,原町田,533923,53392340,3,27,26517
東京,神奈川,原町田,533923,53392342,4,67,67819
東京,神奈川,原町田,533923,53392343,2,20,0
東京,神奈川,原町田,533923,53392344,1,10,0
東京,神奈川,原町田,533923,53392346,3,39,82362
東京,神奈川,原町田,533923,53392347,3,23,31663
東京,神奈川,原町田,533923,53392348,4,325,945714
東京,神奈川,原町田,533923,53392349,5,80,128586
東京,神奈川,原町田,533923,53392330,1,7,0
東京,神奈川,原町田,533923,53392331,1,16,0
東京,神奈川,原町田,533923,53392332,9,1578,9469142
東京,神奈川,原町田,533923,53392333,1,7,0
東京,神奈川,原町田,533923,53392334,5,207,759759
東京,神奈川,原町田,533923,53392335,4,41,34181
東京,神奈川,原町田,533923,53392336,4,47,91772
東京,神奈川,原町田,533923,53392337,2,143,0
東京,神奈川,原町田,533923,53392339,2,12,0
東京,神奈川,原町田,533923,53392320,2,12,0
東京,神奈川,原町田,533923,53392321,4,32,47098
東京,神奈川,原町田,533923,53392322,20,423,346516
東京,神奈川,原町田,533923,53392323,1,15,0
東京,神奈川,原町田,533923,53392324,1,8,0
東京,神奈川,原町田,533923,53392325,5,43,24216
東京,神奈川,原町田,533923,53392326,4,61,30645
東京,神奈川,原町田,533923,53392327,8,238,438658
東京,神奈川,原町田,533923,53392328,3,79,33465
東京,神奈川,原町田,533923,53392329,3,45,91463
東京,神奈川,原町田,533923,53392310,2,25,0
東京,神奈川,原町田,533923,53392311,1,14,0
東京,神奈川,原町田,533923,53392312,3,58,24899
東京,神奈川,原町田,533923,53392313,3,68,15237
東京,神奈川,原町田,533923,53392314,5,42,28706
東京,神奈川,原町田,533923,53392316,2,39,0
東京,神奈川,原町田,533923,53392317,7,163,454388
東京,神奈川,原町田,533923,53392318,6,763,975577
東京,神奈川,原町田,533923,53392300,2,68,0
東京,神奈川,原町田,533923,53392301,5,46,54603
東京,神奈川,原町田,533923,53392302,4,35,9632
東京,神奈川,原町田,533923,53392303,6,568,3024779
東京,神奈川,原町田,533923,53392304,11,246,436313
東京,神奈川,原町田,533923,53392305,2,23,0
東京,神奈川,原町田,533923,53392306,2,460,0
東京,神奈川,原町田,533923,53392308,16,583,946138
東京,神奈川,荏田,533924,53392490,2,10,0
東京,神奈川,荏田,533924,53392491,2,55,0
東京,神奈川,荏田,533924,53392493,3,20,26514
東京,神奈川,荏田,533924,53392495,1,26,0
東京,神奈川,荏田,533924,53392496,6,149,267972
東京,神奈川,荏田,533924,53392497,7,70,53511
東京,神奈川,荏田,533924,53392498,20,410,497118
東京,神奈川,荏田,533924,53392499,11,110,93689
東京,神奈川,荏田,533924,53392480,6,112,62489
東京,神奈川,荏田,533924,53392481,5,73,33700
東京,神奈川,荏田,533924,53392484,1,82,0
東京,神奈川,荏田,533924,53392485,2,14,0
東京,神奈川,荏田,533924,53392486,1,5,0
東京,神奈川,荏田,533924,53392487,5,35,212489
東京,神奈川,荏田,533924,53392488,5,33,28928
東京,神奈川,荏田,533924,53392489,18,444,556110
東京,神奈川,荏田,533924,53392470,3,134,308316
東京,神奈川,荏田,533924,53392471,11,89,99644
東京,神奈川,荏田,533924,53392474,1,56,0
東京,神奈川,荏田,533924,53392475,2,50,0
東京,神奈川,荏田,533924,53392476,1,5,0
東京,神奈川,荏田,533924,53392478,23,316,583906
東京,神奈川,荏田,533924,53392479,9,146,125791
東京,神奈川,荏田,533924,53392461,1,6,0
東京,神奈川,荏田,533924,53392462,1,17,0
東京,神奈川,荏田,533924,53392463,1,5,0
東京,神奈川,荏田,533924,53392464,4,352,611634
東京,神奈川,荏田,533924,53392465,4,41,123151
東京,神奈川,荏田,533924,53392467,5,84,81702
東京,神奈川,荏田,533924,53392468,17,162,194229
東京,神奈川,荏田,533924,53392469,11,225,360433
東京,神奈川,荏田,533924,53392451,1,18,0
東京,神奈川,荏田,533924,53392454,1,15,0
東京,神奈川,荏田,533924,53392455,3,16,19607
東京,神奈川,荏田,533924,53392456,3,91,96867
東京,神奈川,荏田,533924,53392457,15,168,141252
東京,神奈川,荏田,533924,53392458,38,412,577589
東京,神奈川,荏田,533924,53392459,84,1274,2198241
東京,神奈川,荏田,533924,53392440,2,16,0
東京,神奈川,荏田,533924,53392441,2,34,0
東京,神奈川,荏田,533924,53392443,3,27,21945
東京,神奈川,荏田,533924,53392444,11,169,168838
東京,神奈川,荏田,533924,53392447,2,99,0
東京,神奈川,荏田,533924,53392448,22,182,206373
東京,神奈川,荏田,533924,53392449,10,89,118490
東京,神奈川,荏田,533924,53392430,7,226,198152
東京,神奈川,荏田,533924,53392432,2,63,0
東京,神奈川,荏田,533924,53392433,3,107,148518
東京,神奈川,荏田,533924,53392434,2,23,0
東京,神奈川,荏田,533924,53392435,7,67,155822
東京,神奈川,荏田,533924,53392437,5,105,123519
東京,神奈川,荏田,533924,53392438,11,457,1106774
東京,神奈川,荏田,533924,53392439,51,809,1512532
東京,神奈川,荏田,533924,53392420,2,67,0
東京,神奈川,荏田,533924,53392421,2,24,0
東京,神奈川,荏田,533924,53392422,7,172,272716
東京,神奈川,荏田,533924,53392423,6,63,54163
東京,神奈川,荏田,533924,53392424,24,1802,3143923
東京,神奈川,荏田,533924,53392425,2,15,0
東京,神奈川,荏田,533924,53392426,32,437,569207
東京,神奈川,荏田,533924,53392427,24,317,681038
東京,神奈川,荏田,533924,53392428,49,706,1070044
東京,神奈川,荏田,533924,53392429,87,2698,6089368
東京,神奈川,荏田,533924,53392411,1,5,0
東京,神奈川,荏田,533924,53392412,4,296,168924
東京,神奈川,荏田,533924,53392413,9,315,433035
東京,神奈川,荏田,533924,53392414,54,1884,5661225
東京,神奈川,荏田,533924,53392415,74,6218,15391008
東京,神奈川,荏田,533924,53392416,24,2732,8723535
東京,神奈川,荏田,533924,53392417,38,605,1293435
東京,神奈川,荏田,533924,53392418,17,274,391649
東京,神奈川,荏田,533924,53392419,35,385,534903
東京,神奈川,荏田,533924,53392402,1,4,0
東京,神奈川,荏田,533924,53392403,2,11,0
東京,神奈川,荏田,533924,53392404,21,1385,4846694
東京,神奈川,荏田,533924,53392406,1,26,0
東京,神奈川,荏田,533924,53392407,4,52,62285
東京,神奈川,荏田,533924,53392408,3,25,37451
東京,神奈川,荏田,533924,53392409,2,41,0
東京,神奈川,川崎,533925,53392590,11,163,276091
東京,神奈川,川崎,533925,53392591,11,173,176599
東京,神奈川,川崎,533925,53392592,6,85,130654
東京,神奈川,川崎,533925,53392593,9,179,228014
東京,神奈川,川崎,533925,53392594,8,75,69790
東京,神奈川,川崎,533925,53392595,7,53,31412
東京,神奈川,川崎,533925,53392596,53,1044,1175076
東京,神奈川,川崎,533925,53392597,4,77,102824
東京,神奈川,川崎,533925,53392598,17,240,494075
東京,神奈川,川崎,533925,53392599,10,92,182267
東京,神奈川,川崎,533925,53392580,13,148,266748
東京,神奈川,川崎,533925,53392581,8,107,86457
東京,神奈川,川崎,533925,53392582,6,151,187598
東京,神奈川,川崎,533925,53392583,13,940,2924300
東京,神奈川,川崎,533925,53392584,21,225,496671
東京,神奈川,川崎,533925,53392585,25,290,354759
東京,神奈川,川崎,533925,53392586,31,390,480503
東京,神奈川,川崎,533925,53392587,69,1423,2672535
東京,神奈川,川崎,533925,53392588,96,1250,1917512
東京,神奈川,川崎,533925,53392589,28,542,1485008
東京,神奈川,川崎,533925,53392570,6,77,126217
東京,神奈川,川崎,533925,53392571,18,195,186130
東京,神奈川,川崎,533925,53392572,2,17,0
東京,神奈川,川崎,533925,53392573,26,439,719752
東京,神奈川,川崎,533925,53392574,8,80,96161
東京,神奈川,川崎,533925,53392575,113,1670,2701507
東京,神奈川,川崎,533925,53392576,25,215,313033
東京,神奈川,川崎,533925,53392577,22,260,506739
東京,神奈川,川崎,533925,53392578,54,750,1143185
東京,神奈川,川崎,533925,53392579,163,1631,2284165
東京,神奈川,川崎,533925,53392560,1,20,0
東京,神奈川,川崎,533925,53392561,1,12,0
東京,神奈川,川崎,533925,53392562,11,106,163074
東京,神奈川,川崎,533925,53392563,20,4057,38784575
東京,神奈川,川崎,533925,53392564,11,65,50977
東京,神奈川,川崎,533925,53392565,36,1144,1963006
東京,神奈川,川崎,533925,53392566,49,841,1256630
東京,神奈川,川崎,533925,53392567,39,404,462599
東京,神奈川,川崎,533925,53392568,62,646,981163
東京,神奈川,川崎,533925,53392569,132,1933,3271513
東京,神奈川,川崎,533925,53392550,1,8,0
東京,神奈川,川崎,533925,53392551,4,110,171506
東京,神奈川,川崎,533925,53392552,10,105,157793
東京,神奈川,川崎,533925,53392553,10,64,59242
東京,神奈川,川崎,533925,53392554,14,142,182167
東京,神奈川,川崎,533925,53392555,18,3075,12538632
東京,神奈川,川崎,533925,53392556,41,658,757734
東京,神奈川,川崎,533925,53392557,65,645,910642
東京,神奈川,川崎,533925,53392558,109,1312,2492151
東京,神奈川,川崎,533925,53392559,59,553,969870
東京,神奈川,川崎,533925,53392540,9,137,233331
東京,神奈川,川崎,533925,53392541,52,1539,2267492
東京,神奈川,川崎,533925,53392542,70,1078,1750824
東京,神奈川,川崎,533925,53392543,24,192,293306
東京,神奈川,川崎,533925,53392544,22,294,592768
東京,神奈川,川崎,533925,53392545,10,100,163235
東京,神奈川,川崎,533925,53392546,27,331,402638
東京,神奈川,川崎,533925,53392547,40,509,810867
東京,神奈川,川崎,533925,53392548,6,851,11214032
東京,神奈川,川崎,533925,53392549,9,103,169297
東京,神奈川,川崎,533925,53392530,4,66,100169
東京,神奈川,川崎,533925,53392531,64,1064,2237780
東京,神奈川,川崎,533925,53392532,55,1061,1954129
東京,神奈川,川崎,533925,53392533,35,474,600188
東京,神奈川,川崎,533925,53392534,28,361,911664
東京,神奈川,川崎,533925,53392535,12,152,263720
東京,神奈川,川崎,533925,53392536,8,104,117961
東京,神奈川,川崎,533925,53392537,10,151,357020
東京,神奈川,川崎,533925,53392538,9,114,123361
東京,神奈川,川崎,533925,53392539,44,964,2081907
東京,神奈川,川崎,533925,53392520,4,61,111997
東京,神奈川,川崎,533925,53392521,14,128,210646
東京,神奈川,川崎,533925,53392522,54,695,1063260
東京,神奈川,川崎,533925,53392523,5,114,139433
東京,神奈川,川崎,533925,53392524,46,1287,4716976
東京,神奈川,川崎,533925,53392525,17,270,288882
東京,神奈川,川崎,533925,53392526,20,216,231431
東京,神奈川,川崎,533925,53392527,6,65,64985
東京,神奈川,川崎,533925,53392528,18,324,550877
東京,神奈川,川崎,533925,53392529,53,898,2904350
東京,神奈川,川崎,533925,53392510,6,977,1373014
東京,神奈川,川崎,533925,53392513,3,20,23249
東京,神奈川,川崎,533925,53392514,19,835,2112979
東京,神奈川,川崎,533925,53392515,21,285,410845
東京,神奈川,川崎,533925,53392516,14,106,123067
東京,神奈川,川崎,533925,53392517,15,169,259772
東京,神奈川,川崎,533925,53392518,56,1064,3403500
東京,神奈川,川崎,533925,53392519,8,399,801789
東京,神奈川,川崎,533925,53392501,3,56,63927
東京,神奈川,川崎,533925,53392502,1,7,0
東京,神奈川,川崎,533925,53392503,2,33,0
東京,神奈川,川崎,533925,53392504,11,225,346421
東京,神奈川,川崎,533925,53392505,17,1249,6874487
東京,神奈川,川崎,533925,53392506,10,93,69649
東京,神奈川,川崎,533925,53392507,10,803,3017524
東京,神奈川,川崎,533925,53392508,6,550,1551278
東京,神奈川,川崎,533925,53392509,7,832,4095954
東京,東京,東京国際空港,533926,53392692,53,1186,3078201
東京,東京,東京国際空港,533926,53392680,12,266,868297
東京,東京,東京国際空港,533926,53392681,68,1547,6176329
東京,東京,東京国際空港,533926,53392670,23,295,530073
東京,東京,東京国際空港,533926,53392671,40,821,1354068
東京,東京,東京国際空港,533926,53392660,24,522,1101242
東京,東京,東京国際空港,533926,53392650,13,107,109742
東京,東京,東京国際空港,533926,53392640,22,521,1341227
東京,東京,東京国際空港,533926,53392630,34,1516,16645821
東京,東京,東京国際空港,533926,53392631,6,2044,26228909
東京,東京,東京国際空港,533926,53392620,9,2678,40438675
東京,東京,東京国際空港,533926,53392622,11,2070,139295988
東京,東京,東京国際空港,533926,53392623,3,97,753926
東京,東京,東京国際空港,533926,53392610,6,672,13000516
東京,東京,東京国際空港,533926,53392612,2,174,0
東京,東京,東京国際空港,533926,53392613,1,9,0
東京,東京,東京国際空港,533926,53392600,1,27,0
東京,山梨,上野原,533930,53393097,3,25,32202
東京,山梨,上野原,533930,53393098,1,15,0
東京,山梨,上野原,533930,53393089,1,7,0
東京,山梨,上野原,533930,53393077,1,20,0
東京,山梨,上野原,533930,53393078,1,7,0
東京,山梨,上野原,533930,53393079,3,20,25361
東京,山梨,上野原,533930,53393065,2,24,0
東京,山梨,上野原,533930,53393068,4,145,317895
東京,山梨,上野原,533930,53393053,1,67,0
東京,山梨,上野原,533930,53393054,1,7,0
東京,山梨,上野原,533930,53393055,1,19,0
東京,山梨,上野原,533930,53393057,3,89,222552
東京,山梨,上野原,533930,53393058,8,116,148227
東京,山梨,上野原,533930,53393059,26,951,1750432
東京,山梨,上野原,533930,53393043,1,23,0
東京,山梨,上野原,533930,53393044,2,26,0
東京,山梨,上野原,533930,53393047,2,55,0
東京,山梨,上野原,533930,53393048,5,132,148585
東京,山梨,上野原,533930,53393049,8,170,138217
東京,山梨,上野原,533930,53393030,1,10,0
東京,山梨,上野原,533930,53393031,1,20,0
東京,山梨,上野原,533930,53393034,1,43,0
東京,山梨,上野原,533930,53393035,1,13,0
東京,山梨,上野原,533930,53393036,1,14,0
東京,山梨,上野原,533930,53393037,1,8,0
東京,山梨,上野原,533930,53393038,5,120,265640
東京,山梨,上野原,533930,53393039,1,9,0
東京,山梨,上野原,533930,53393020,6,207,157955
東京,山梨,上野原,533930,53393021,5,39,33104
東京,山梨,上野原,533930,53393024,2,37,0
東京,山梨,上野原,533930,53393029,1,11,0
東京,山梨,上野原,533930,53393012,1,7,0
東京,山梨,上野原,533930,53393013,2,19,0
東京,山梨,上野原,533930,53393014,2,44,0
東京,神奈川,与瀬,533931,53393199,1,5,0
東京,神奈川,与瀬,533931,53393160,1,6,0
東京,神奈川,与瀬,533931,53393161,1,6,0
東京,神奈川,与瀬,533931,53393150,6,382,1466780
東京,神奈川,与瀬,533931,53393152,1,4,0
東京,神奈川,与瀬,533931,53393140,9,111,87442
東京,神奈川,与瀬,533931,53393142,5,63,143124
東京,神奈川,与瀬,533931,53393143,1,8,0
東京,神奈川,与瀬,533931,53393130,4,29,18851
東京,神奈川,与瀬,533931,53393131,5,61,111743
東京,神奈川,与瀬,533931,53393132,1,8,0
東京,神奈川,与瀬,533931,53393133,1,4,0
東京,神奈川,与瀬,533931,53393134,1,6,0
東京,神奈川,与瀬,533931,53393135,5,142,181083
東京,神奈川,与瀬,533931,53393136,3,24,25909
東京,神奈川,与瀬,533931,53393120,1,14,0
東京,神奈川,与瀬,533931,53393122,1,9,0
東京,神奈川,与瀬,533931,53393123,3,29,33046
東京,神奈川,与瀬,533931,53393127,5,149,279972
東京,神奈川,与瀬,533931,53393113,1,8,0
東京,神奈川,与瀬,533931,53393116,2,31,0
東京,神奈川,与瀬,533931,53393117,1,11,0
東京,神奈川,与瀬,533931,53393118,1,13,0
東京,神奈川,与瀬,533931,53393119,1,5,0
東京,神奈川,与瀬,533931,53393100,3,27,28580
東京,神奈川,与瀬,533931,53393101,1,37,0
東京,神奈川,与瀬,533931,53393102,1,6,0
東京,神奈川,与瀬,533931,53393103,2,31,0
東京,神奈川,与瀬,533931,53393106,1,10,0
東京,神奈川,与瀬,533931,53393108,4,51,202777
東京,神奈川,与瀬,533931,53393109,1,10,0
東京,東京,八王子,533932,53393290,2,20,0
東京,東京,八王子,533932,53393293,4,91,180244
東京,東京,八王子,533932,53393294,11,118,192685
東京,東京,八王子,533932,53393295,21,734,512398
東京,東京,八王子,533932,53393296,26,283,270532
東京,東京,八王子,533932,53393297,11,250,343103
東京,東京,八王子,533932,53393298,8,138,203405
東京,東京,八王子,533932,53393299,18,907,1503296
東京,東京,八王子,533932,53393281,1,18,0
東京,東京,八王子,533932,53393282,2,126,0
東京,東京,八王子,533932,53393284,15,217,354639
東京,東京,八王子,533932,53393285,23,287,292336
東京,東京,八王子,533932,53393286,14,111,109933
東京,東京,八王子,533932,53393287,8,99,90012
東京,東京,八王子,533932,53393288,12,743,932478
東京,東京,八王子,533932,53393289,13,3681,16672085
東京,東京,八王子,533932,53393273,14,284,268805
東京,東京,八王子,533932,53393274,18,380,587324
東京,東京,八王子,533932,53393275,1,5,0
東京,東京,八王子,533932,53393277,3,30,63676
東京,東京,八王子,533932,53393278,15,1003,3328399
東京,東京,八王子,533932,53393279,3,181,378611
東京,東京,八王子,533932,53393260,1,9,0
東京,東京,八王子,533932,53393262,1,51,0
東京,東京,八王子,533932,53393263,20,1775,11945783
東京,東京,八王子,533932,53393264,3,105,83196
東京,東京,八王子,533932,53393265,3,32,29177
東京,東京,八王子,533932,53393267,4,25,27253
東京,東京,八王子,533932,53393268,2,10,0
東京,東京,八王子,533932,53393269,1,4,0
東京,東京,八王子,533932,53393251,1,17,0
東京,東京,八王子,533932,53393253,3,46,51549
東京,東京,八王子,533932,53393255,2,32,0
東京,東京,八王子,533932,53393257,1,5,0
東京,東京,八王子,533932,53393241,1,5,0
東京,東京,八王子,533932,53393246,1,47,0
東京,東京,八王子,533932,53393247,5,196,152859
東京,東京,八王子,533932,53393249,1,4,0
東京,東京,八王子,533932,53393223,1,5,0
東京,東京,八王子,533932,53393224,2,36,0
東京,東京,八王子,533932,53393226,4,26,12100
東京,東京,八王子,533932,53393227,2,65,0
東京,東京,八王子,533932,53393228,1,6,0
東京,東京,八王子,533932,53393214,4,59,106320
東京,東京,八王子,533932,53393215,16,971,2314486
東京,東京,八王子,533932,53393216,7,866,4964062
東京,東京,八王子,533932,53393217,3,16,8644
東京,東京,八王子,533932,53393218,7,40,54234
東京,東京,八王子,533932,53393219,8,235,838300
東京,東京,八王子,533932,53393200,3,20,10520
東京,東京,八王子,533932,53393201,4,170,356592
東京,東京,八王子,533932,53393203,2,9,0
東京,東京,八王子,533932,53393204,3,57,36552
東京,東京,八王子,533932,53393205,3,18,28231
東京,東京,八王子,533932,53393206,58,1256,2835707
東京,東京,八王子,533932,53393207,22,883,1668852
東京,東京,八王子,533932,53393208,15,2120,5602942
東京,東京,八王子,533932,53393209,41,2518,6089810
東京,東京,武蔵府中,533933,53393390,4,665,3105002
東京,東京,武蔵府中,533933,53393392,4,84,233392
東京,東京,武蔵府中,533933,53393393,3,22,20448
東京,東京,武蔵府中,533933,53393394,1,117,0
東京,東京,武蔵府中,533933,53393395,10,288,881891
東京,東京,武蔵府中,533933,53393396,12,3991,44066113
東京,東京,武蔵府中,533933,53393397,2,31,0
東京,東京,武蔵府中,533933,53393398,4,121,153322
東京,東京,武蔵府中,533933,53393399,3,21,26739
東京,東京,武蔵府中,533933,53393380,5,1132,2288880
東京,東京,武蔵府中,533933,53393381,2,11,0
東京,東京,武蔵府中,533933,53393382,2,88,0
東京,東京,武蔵府中,533933,53393384,2,12,0
東京,東京,武蔵府中,533933,53393386,3,729,1811479
東京,東京,武蔵府中,533933,53393387,8,386,1333278
東京,東京,武蔵府中,533933,53393388,8,950,10927598
東京,東京,武蔵府中,533933,53393389,18,288,468234
東京,東京,武蔵府中,533933,53393370,2,33,0
東京,東京,武蔵府中,533933,53393371,1,27,0
東京,東京,武蔵府中,533933,53393375,1,7,0
東京,東京,武蔵府中,533933,53393376,1,4,0
東京,東京,武蔵府中,533933,53393378,1,11,0
東京,東京,武蔵府中,533933,53393379,13,715,1243890
東京,東京,武蔵府中,533933,53393360,1,12,0
東京,東京,武蔵府中,533933,53393363,2,17,0
東京,東京,武蔵府中,533933,53393364,7,106,159456
東京,東京,武蔵府中,533933,53393365,3,43,93509
東京,東京,武蔵府中,533933,53393366,1,25,0
東京,東京,武蔵府中,533933,53393369,2,13,0
東京,東京,武蔵府中,533933,53393351,4,38,41704
東京,東京,武蔵府中,533933,53393352,2,18,0
東京,東京,武蔵府中,533933,53393353,1,6,0
東京,東京,武蔵府中,533933,53393354,2,15,0
東京,東京,武蔵府中,533933,53393355,1,5,0
東京,東京,武蔵府中,533933,53393356,3,48,33767
東京,東京,武蔵府中,533933,53393340,1,4,0
東京,東京,武蔵府中,533933,53393341,2,34,0
東京,東京,武蔵府中,533933,53393342,2,12,0
東京,東京,武蔵府中,533933,53393344,2,64,0
東京,東京,武蔵府中,533933,53393345,2,33,0
東京,東京,武蔵府中,533933,53393346,1,8,0
東京,東京,武蔵府中,533933,53393348,6,151,185440
東京,東京,武蔵府中,533933,53393349,3,19,11295
東京,東京,武蔵府中,533933,53393335,7,446,980808
東京,東京,武蔵府中,533933,53393337,2,173,0
東京,東京,武蔵府中,533933,53393338,5,111,292973
東京,東京,武蔵府中,533933,53393320,4,58,123475
東京,東京,武蔵府中,533933,53393323,1,22,0
東京,東京,武蔵府中,533933,53393324,4,25,25544
東京,東京,武蔵府中,533933,53393326,1,4,0
東京,東京,武蔵府中,533933,53393327,21,1913,2090392
東京,東京,武蔵府中,533933,53393328,1,16,0
東京,東京,武蔵府中,533933,53393329,1,10,0
東京,東京,武蔵府中,533933,53393310,9,760,1232020
東京,東京,武蔵府中,533933,53393313,1,6,0
東京,東京,武蔵府中,533933,53393315,2,48,0
東京,東京,武蔵府中,533933,53393316,3,68,61629
東京,東京,武蔵府中,533933,53393317,1,4,0
東京,東京,武蔵府中,533933,53393318,3,35,22419
東京,東京,武蔵府中,533933,53393300,6,52,32720
東京,東京,武蔵府中,533933,53393301,2,29,0
東京,東京,武蔵府中,533933,53393303,1,12,0
東京,東京,武蔵府中,533933,53393305,2,14,0
東京,東京,武蔵府中,533933,53393306,2,13,0
東京,東京,武蔵府中,533933,53393307,2,20,0
東京,東京,武蔵府中,533933,53393309,1,4,0
東京,東京,溝口,533934,53393490,2,61,0
東京,東京,溝口,533934,53393491,1,6,0
東京,東京,溝口,533934,53393492,2,134,0
東京,東京,溝口,533934,53393493,4,36,36161
東京,東京,溝口,533934,53393494,4,35,27384
東京,東京,溝口,533934,53393495,10,110,110755
東京,東京,溝口,533934,53393496,6,240,182793
東京,東京,溝口,533934,53393497,4,47,285341
東京,東京,溝口,533934,53393498,2,22,0
東京,東京,溝口,533934,53393499,2,10,0
東京,東京,溝口,533934,53393480,3,52,22212
東京,東京,溝口,533934,53393481,2,14,0
東京,東京,溝口,533934,53393482,3,23,24267
東京,東京,溝口,533934,53393483,7,102,89591
東京,東京,溝口,533934,53393484,12,714,1371879
東京,東京,溝口,533934,53393485,17,750,1765011
東京,東京,溝口,533934,53393486,8,211,886023
東京,東京,溝口,533934,53393487,1,5,0
東京,東京,溝口,533934,53393489,3,115,303505
東京,東京,溝口,533934,53393470,7,86,71544
東京,東京,溝口,533934,53393471,19,270,336201
東京,東京,溝口,533934,53393472,34,545,1820122
東京,東京,溝口,533934,53393473,3,26,32392
東京,東京,溝口,533934,53393474,5,47,51505
東京,東京,溝口,533934,53393475,3,27,29019
東京,東京,溝口,533934,53393476,2,17,0
東京,東京,溝口,533934,53393477,1,27,0
東京,東京,溝口,533934,53393479,6,48,39218
東京,東京,溝口,533934,53393460,9,190,390497
東京,東京,溝口,533934,53393461,13,161,205525
東京,東京,溝口,533934,53393462,14,172,123233
東京,東京,溝口,533934,53393463,1,7,0
東京,東京,溝口,533934,53393464,1,41,0
東京,東京,溝口,533934,53393465,8,199,1106433
東京,東京,溝口,533934,53393466,13,189,751542
東京,東京,溝口,533934,53393467,2,22,0
東京,東京,溝口,533934,53393469,4,59,71067
東京,東京,溝口,533934,53393450,1,4,0
東京,東京,溝口,533934,53393451,5,65,58954
東京,東京,溝口,533934,53393452,5,60,81266
東京,東京,溝口,533934,53393453,5,89,106268
東京,東京,溝口,533934,53393454,5,53,30206
東京,東京,溝口,533934,53393455,1,231,0
東京,東京,溝口,533934,53393456,8,143,179158
東京,東京,溝口,533934,53393457,2,41,0
東京,東京,溝口,533934,53393459,1,24,0
東京,東京,溝口,533934,53393441,1,24,0
東京,東京,溝口,533934,53393443,4,40,35496
東京,東京,溝口,533934,53393444,17,356,402758
